title,doc_number,cust_ref,revision,discipline,class,subtype,source_sheet,discipline_inferred,score,top_weight,confidence,runner_up,runner_up_score
METHOD STATEMENT FOR ERECTION OF ROTARY EQUIPMENT,6536-01-001-M1160-056-01,16-99-91-2735,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR STRUCTURE MODULE,6536-01-001-M1160-057-01,16-99-91-2736,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR NIGHT SHIFT ACTIVITY,6536-01-001-M1160-058-01,16-99-91-2737,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR EXTRUSION BUILDING STEEL STRUCTURE ERECTION,6536-01-001-M1160-059-01,16-99-91-2738,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,Drawings,4
METHOD STATEMENT FOR CONFINED SPACE,6536-01-001-M1160-060-01,16-99-91-2739,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR CRANE ASSEMBLING,6536-01-001-M1160-061-01,16-99-91-2740,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR OFFLOADIN AND ERECTION,6536-01-001-M1160-062-01,16-99-91-2741,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR GRATING INSTALLATION,6536-01-001-M1160-063-01,16-99-91-2742,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR 76 NDE (UT RT MT),6536-01-001-M1160-064-01,16-99-91-2743,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR INSTALLATION OF TEMPORARY ELECTRICAL NETWORKING,6536-01-001-M1160-065-01,16-99-91-2744,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR EXECUTION OF TIE-INS,6536-01-001-M1160-066-01,16-99-91-2745,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,8,5,high,Lists_MTOs_BOMs,4
METHOD STATEMENT FOR POSITIVE METAL IDENTIFICATION,6536-01-001-M1160-067-01,16-99-91-2746,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR LIQUID PENETRANT TESTING,6536-01-001-M1160-068-01,16-99-91-2747,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR MAGNETIC PARTICLE TESTING,6536-01-001-M1160-069-01,16-99-91-2748,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR APPLICATION OF EPOXY BASE GROUTING,6536-01-001-M1160-070-01,16-99-91-2749,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR ADHESIVE BONDED JOINTS,6536-01-001-M1160-071-01,16-99-91-2750,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR FLANGE TIGHTENING,6536-01-001-M1160-072-01,16-99-91-2751,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR HANDLING STORAGE AND LOADING UNLOADING OF GRE PIPING,6536-01-001-M1160-073-01,16-99-91-2752,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PIPNG,5,5,high,CRS,0
METHOD STATEMENT FOR FIELD HYDROTESTING (GRE PIPING),6536-01-001-M1160-074-01,16-99-91-2753,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PIPNG,5,5,high,CRS,0
MATERIAL IDENTIFICATION AND TRACEABILITY PROCEDURE,6536-01-001-M1160-075-01,16-99-91-2754,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
PAINTING PROCEDURE,6536-01-001-M1160-076-01,16-99-91-2755,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
PRESERVATION PROCEDURE,6536-01-001-M1160-077-01,16-99-91-2756,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
PROCEDURE FOR FABRICATION AND INSTALLATION OF STEEL STRUCTURE,6536-01-001-M1160-078-01,16-99-91-2757,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,Drawings,4
VISUAL INSPECTION PROCEDURE,6536-01-001-M1160-079-01,16-99-91-2758,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
WELDER QUALIFICATION AND CONTROL PROCEDURE,6536-01-001-M1160-080-01,16-99-91-2759,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
FABRICATIOIN AND INSTALLATION OF GLASS FIBER REINFORCED PIPING PROCEDURE,6536-01-001-M1160-081-01,16-99-91-2760,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PIPNG,5,5,high,CRS,0
ELECTRICAL EQUIPMENT SCHEDULE LOCATION  16-01,6536-01-001-M1160-083-01,16-01-26-2602,1,PROJECTS,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,2,2,low,CRS,0
SAFETY RELIEF VALVE SCHEDULE LOCATION  16-01,6536-01-001-M1160-084-01,16-01-26-2603,1,PROJECTS,Documents,Lists_MTOs_BOMs,sahil schedule.xls,HSE,2,2,low,CRS,0
CORRESPONDENCE & COMMUNICATION PROCEDURE,6536-01-001-M1194-001-01,16-99-91-2631,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
LIST OF ENGINEERING DELIVERABLES,6536-01-001-M11E4-001-01,16-99-91-2628,1,ENGG MGMT,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,3,3,medium,CRS,0
PROJECT STANDARD TEMPLATES,6536-01-001-M11E4-002-01,16-99-90-2601,1,ENGG MGMT,Documents,Specifications,sahil schedule.xls,,3,3,medium,CRS,0
CORROSION CONTROL AND MATERIALS SELECTION STUDY REPORT,6536-01-001-M1223-001-01,16-99-91-2629,1,PROC,Documents,Reports,sahil schedule.xls,,8,5,high,CRS,0
EVALUATION OF REQUIREMENT FOR FIRE SAFETY ASSESSMENT (FSA) STUDY,6536-01-001-M1241-001-01,16-01-84-2603,1,HSE,Documents,Reports,sahil schedule.xls,HSE,3,3,medium,CRS,0
DESIGN HSE PLAN,6536-01-001-M1242-001-01,16-01-89-2601,1,HSE,Documents,Procedures_Plans,sahil schedule.xls,HSE,3,3,medium,CRS,0
HSE PHILOSOPHY,6536-01-001-M1242-002-01,16-01-89-2602,1,HSE,Documents,Procedures_Plans,sahil schedule.xls,HSE,5,5,high,CRS,0
SITE HSE PLAN,6536-01-001-M1242-003-01,16-01-89-2616,1,HSE,Documents,Procedures_Plans,sahil schedule.xls,HSE,3,3,medium,CRS,0
HAZID REPORT,6536-01-001-M1243-001-01,16-01-97-2601,1,HSE,Documents,Reports,sahil schedule.xls,HSE,10,5,high,CRS,0
HAZID/ENVID CLOSE OUT REPORT,6536-01-001-M1243-002-01,16-01-97-2602,1,HSE,Documents,Reports,sahil schedule.xls,HSE,14,5,high,CRS,0
HAZARD AND EFFECT REGISTER,6536-01-001-M1243-003-01,16-01-89-2603,1,HSE,Documents,Reports,sahil schedule.xls,,5,5,high,Lists_MTOs_BOMs,3
DE MINIMIS REPORT,6536-01-001-M1243-004-01,16-01-89-2617,1,HSE,Documents,Reports,sahil schedule.xls,,5,5,high,CRS,0
HSE ACTION TRACKING REGISTER,6536-01-001-M1247-002-01,16-01-89-2604,B,HSE,Documents,Lists_MTOs_BOMs,sahil schedule.xls,HSE,3,3,medium,CRS,0
PHSER III REPORT,6536-01-001-M1247-005-01,16-01-89-2610,1,HSE,Documents,Reports,sahil schedule.xls,,9,5,high,CRS,0
PHSER III CLOSE OUT REPORT,6536-01-001-M1247-006-01,16-01-89-2611,A,HSE,Documents,Reports,sahil schedule.xls,,13,5,high,CRS,0
SIMOPS AND CONSTRUCTABILITY STUDY REPORT,6536-01-001-M1247-007-01,16-01-89-2612,1,HSE,Documents,Reports,sahil schedule.xls,,8,5,high,CRS,0
PHSER IV REPORT,6536-01-001-M1247-008-01,16-01-89-2613,,HSE,Documents,Reports,sahil schedule.xls,,9,5,high,CRS,0
PHSER V REPORT,6536-01-001-M1247-009-01,16-01-89-2614,,HSE,Documents,Reports,sahil schedule.xls,,9,5,high,CRS,0
PHSER IV AND V CLOSEOUT REPORT,6536-01-001-M1247-010-01,16-01-89-2615,,HSE,Documents,Reports,sahil schedule.xls,,9,5,high,CRS,0
HAZOP REPORT,6536-01-001-M1250-001-01,16-01-97-2603,1,HSE,Documents,Reports,sahil schedule.xls,HSE,10,5,high,CRS,0
HAZOP CLOSE OUT REPORT,6536-01-001-M1250-002-01,16-01-97-2604,C,HSE,Documents,Reports,sahil schedule.xls,HSE,14,5,high,CRS,0
HAZOP REPORT SEAL SYSTEM OF WASTE  WATER DISPOSAL PUMP,6536-01-001-M1250-003-01,16-01-97-2605,1,HSE,Documents,Reports,sahil schedule.xls,HSE,10,5,high,CRS,0
GEOTECHNICAL INVESTIGATION REPORT,6536-01-001-M1311-001-01,16-99-91-2616,1,CIVIL,Documents,Reports,sahil schedule.xls,,9,5,high,CRS,0
TOPOGRAPHICAL & UNDERGROUND DETECTION SURVEY REPORT,6536-01-001-M1311-002-01,16-99-91-2619,1,CIVIL,Documents,Reports,sahil schedule.xls,,9,5,high,CRS,0
SITE SURVEY VISIT REPORT - CIVIL,6536-01-001-M131Z-002-01,16-99-91-2648,1,CIVIL,Documents,Reports,sahil schedule.xls,CIVIL,5,5,high,CRS,0
SITE SURVEY VISIT REPORT - PROCESS,6536-01-001-M131Z-003-01,16-99-91-2649,1,PROC,Documents,Reports,sahil schedule.xls,,5,5,high,CRS,0
SPECIALITY ITEMS LIST,6536-01-001-M1362-001-01,16-01-23-2647,1,PIPNG,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,3,3,medium,CRS,0
TIE-IN LIST,6536-01-001-M1362-002-01,16-01-19-2601,1,PIPNG,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,7,4,medium,CRS,0
STRESS CRITICAL LINE LIST,6536-01-001-M1362-004-01,16-01-17-2602,1,PIPNG,Documents,Lists_MTOs_BOMs,sahil schedule.xls,PIPNG,8,5,high,CRS,0
LINE SCHEDULE / LIST,6536-01-001-M1362-005-01,16-01-17-2601,1,PROC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,5,3,medium,CRS,0
STRESS ANALYSIS REPORT FOR SYSTEM NO. 01,6536-01-001-M1364-001-01,16-01-23-2648,1,PIPNG,Documents,Reports,sahil schedule.xls,PIPNG,5,5,high,Calculations,4
STRESS ANALYSIS REPORT FOR SYSTEM NO. 02,6536-01-001-M1364-002-01,16-01-23-2649,1,PIPNG,Documents,Reports,sahil schedule.xls,PIPNG,5,5,high,Calculations,4
STRESS ANALYSIS REPORT FOR SYSTEM NO. 03,6536-01-001-M1364-003-01,16-01-23-2650,1,PIPNG,Documents,Reports,sahil schedule.xls,PIPNG,5,5,high,Calculations,4
STRESS ANALYSIS REPORT FOR SYSTEM NO.4 (GRE PIPELINE),6536-01-001-M1364-004-01,16-01-23-2651,,PIPNG,Documents,Reports,sahil schedule.xls,PIPNG,5,5,high,Calculations,4
STRESS ANALYSIS REPORT FOR SYSTEM NO.5 (GRE PIPING),6536-01-001-M1364-006-01,16-01-23-2653,,PIPNG,Documents,Reports,sahil schedule.xls,PIPNG,5,5,high,Calculations,4
SITE SURVEY VISIT REPORT - PIPING,6536-01-001-M136Z-001-01,16-99-91-2647,1,PIPNG,Documents,Reports,sahil schedule.xls,PIPNG,5,5,high,CRS,0
INSTRUMENT INDEX,6536-01-001-M1370-001-01,16-01-48-2601,1,INST,Documents,Lists_MTOs_BOMs,sahil schedule.xls,INST,3,3,medium,CRS,0
SITE SURVEY VISIT REPORT - I&C,6536-01-001-M1370-002-01,16-99-91-2673,1,INST,Documents,Reports,sahil schedule.xls,,5,5,high,CRS,0
F&G I/O LIST,6536-01-001-M1371-001-01,16-01-48-2602,1,INST,Documents,Lists_MTOs_BOMs,sahil schedule.xls,HSE,8,5,high,CRS,0
ESD I/O LIST,6536-01-001-M1371-002-01,16-01-48-2603,1,INST,Documents,Lists_MTOs_BOMs,sahil schedule.xls,INST,8,5,high,CRS,0
DCS I/O LIST,6536-01-001-M1371-003-01,16-01-48-2604,1,INST,Documents,Lists_MTOs_BOMs,sahil schedule.xls,INST,8,5,high,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE,6536-01-001-M1378-002-01,16-01-48-2606,1,INST,Drawings,Drawings,sahil schedule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE,6536-01-001-M1378-003-01,16-01-48-2607,1,INST,Documents,Lists_MTOs_BOMs,sahil schedule.xls,INST,2,2,low,CRS,0
ELECTRICAL EQUIPMENT SCHEDULE - SAHIL CDS,6536-01-001-M1380-001-01,16-01-63-2601,1,ELEC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,2,2,low,CRS,0
RELAY SETTING SCHEDULE SUBSTATION 4-SAHIL CDS,6536-01-001-M1380-002-01,16-01-67-2604,1,ELEC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,ELEC,2,2,low,CRS,0
ELECTRICAL LOAD LIST - SAHIL CDS,6536-01-001-M1381-001-01,16-01-55-2601,1,ELEC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,7,4,medium,CRS,0
SCMS I/O LIST-SAHIL CDS,6536-01-001-M1381-002-01,16-01-63-2604,1,ELEC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,8,5,high,CRS,0
"ELECTRICAL CABLE SCHEDULE FOR HV,LV POWER AND CONTROL CABLES-SAHIL CDS",6536-01-001-M1382-004-01,16-01-63-2602,2,ELEC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,ELEC,2,2,low,CRS,0
ELECTRICAL CABLE DRUM SCHEDULE - SAHIL CDS,6536-01-001-M1382-005-01,16-01-63-2603,1,ELEC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,2,2,low,CRS,0
SITE SURVEY VISIT REPORT - ELECTRICAL,6536-01-001-M138Z-001-01,16-99-91-2672,1,ELEC,Documents,Reports,sahil schedule.xls,,5,5,high,CRS,0
REQUISITION FOR HSE STUDIES,6536-01-001-R1247-001-01,16-01-89-2608,1,HSE,Documents,Documents,sahil schedule.xls,HSE,5,5,high,CRS,0
MATERIAL REQUISITION FOR FIRE FIGHTING SAFETY EQUIPMENT AND SAFETY SIGNS,6536-01-001-R1247-002-01,16-01-89-2605,1,HSE,Documents,Documents,sahil schedule.xls,HSE,10,5,high,CRS,0
TECHNICAL BID EVALUATION FOR FIRE FIGHTING SAFETY EQUIPMENT AND SAFETY SIGNS,6536-01-001-R1247-003-01,16-01-89-2606,B,HSE,Documents,Reports,sahil schedule.xls,HSE,5,5,high,CRS,0
REQUISITION FOR GEOTECHNICAL INVESTIGATION,6536-01-001-R1311-001-01,16-99-91-2614,1,CIVIL,Documents,Documents,sahil schedule.xls,,5,5,high,Reports,4
"REQUISITION FOR TOPOGRAPHICAL, UNDERGROUND DETECTION & PIPELINE SURVEY",6536-01-001-R1311-002-01,16-99-91-2617,1,CIVIL,Documents,Documents,sahil schedule.xls,,5,5,high,Reports,4
MATERIAL REQUISITION FOR CHECK VALVE,6536-01-001-R1362-001-01,16-01-23-2601,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR GLOBE  VALVE,6536-01-001-R1362-002-01,16-01-23-2602,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR BALL VALVES,6536-01-001-R1362-003-01,16-01-23-2603,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR DBB VALVES,6536-01-001-R1362-004-01,16-01-23-2604,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR SAFETY RELIEF VALVES,6536-01-001-R1362-005-01,16-01-23-2605,1,PIPNG,Documents,Documents,sahil schedule.xls,HSE,10,5,high,CRS,0
MATERIAL REQUISITION FOR AUTOMATIC RECIRCULATION CONTROL VALVES,6536-01-001-R1362-006-01,16-01-23-2606,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR STRAINERS,6536-01-001-R1362-007-01,16-01-23-2607,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR HOSE CONNECTIONS AND FLEXIBLE HOSES,6536-01-001-R1362-010-01,16-01-23-2610,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR INJECTION QUILL,6536-01-001-R1362-011-01,16-01-23-2611,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR SIGHT GLASS INDICATOR,6536-01-001-R1362-012-01,16-01-23-2612,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR CS & LTCS PIPE,6536-01-001-R1362-014-01,16-01-23-2614,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR STAINLESS STEEL AND DUPLEX STAINLESS STEEL PIPE,6536-01-001-R1362-015-01,16-01-23-2615,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR CARBON STEEL BUTTWELD FITTINGS,6536-01-001-R1362-016-01,16-01-23-2616,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR STAINLESS STEEL AND DUPLEX STAINLESS STEEL FITTINGS,6536-01-001-R1362-017-01,16-01-23-2617,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR CS FORGED FITTINGS,6536-01-001-R1362-018-01,16-01-23-2618,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR FLANGES,6536-01-001-R1362-019-01,16-01-23-2619,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR GASKETS,6536-01-001-R1362-020-01,16-01-23-2620,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR NUTS AND BOLTS,6536-01-001-R1362-021-01,16-01-23-2621,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR SPECTACLE BLINDS,6536-01-001-R1362-022-01,16-01-23-2622,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR GATE VALVES,6536-01-001-R1362-024-01,16-01-23-2659,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUSITION FOR MECHANICAL KEY INTERLOCKS,6536-01-001-R1362-025-01,16-01-23-2662,1,PIPNG,Documents,Documents,sahil schedule.xls,MECH,10,5,high,CRS,0
MATERIAL REQUSITION FOR DUPLEX SS FORGED FITTINGS,6536-01-001-R1362-026-01,16-01-23-2665,1,PIPNG,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
RFQ FOR GRE VENDOR FOR DESIGN EXECUTION & MATERIAL SUPPLY,6536-01-001-R1366-001-01,16-78-23-2601,1,PIPNG,Documents,Documents,sahil schedule.xls,,4,4,medium,Procedures_Plans,3
"MODIFICATION SCOPE OF WORK FOR ICSS SYSTEM (DCS, ESD AND F&G)",6536-01-001-R1371-001-01,16-01-39-2603,1,INST,Documents,Reports,sahil schedule.xls,HSE,4,4,medium,CRS,0
SCOPE OF WORK FOR  SCMS MODIFICATION WORKS,6536-01-001-R1381-001-01,16-01-67-2608,1,ELEC,Documents,Reports,sahil schedule.xls,,4,4,medium,CRS,0
MATERIAL REQUISITION FOR CABLES (HV POWER),6536-01-001-R1382-001-01,16-01-67-2612,1,ELEC,Documents,Documents,sahil schedule.xls,ELEC,10,5,high,CRS,0
"MATERIAL REQUISITION FOR CABLES (LV POWER,CONTROL AND EARTHING)",6536-01-001-R1382-002-01,16-01-67-2613,1,ELEC,Documents,Documents,sahil schedule.xls,ELEC,10,5,high,CRS,0
SCOPE OF WORK  CATHODIC PROTECTION-SAHIL CDS,6536-01-001-R1387-001-01,16-01-67-2609,2,ELEC,Documents,Reports,sahil schedule.xls,ELEC,4,4,medium,CRS,0
"MR FOR MODIFICATION SCOPE OF WORK FOR ICSS SYSTEM (DCS,ESD,FGS)",6536-01-001-R2171-001-01,16-01-52-2601,1,INST,Documents,Documents,sahil schedule.xls,INST,4,4,medium,Reports,4
MATERIAL REQUISITION FOR ELECTRONIC TRANSMITTERS,6536-01-001-R2173-001-01,16-01-52-2603,1,INST,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR VARIABLE AREA FLOWMETER,6536-01-001-R2173-002-01,16-01-52-2605,1,INST,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR LEVEL TRANSMITTERS,6536-01-001-R2173-003-01,16-01-52-2623,1,INST,Documents,Documents,sahil schedule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR INSTRUMENTS CABLES,6536-01-001-R2178-001-01,16-01-52-2610,1,INST,Documents,Documents,sahil schedule.xls,INST,10,5,high,CRS,0
"MR FOR INST. BULK MATERIAL (JBS, TUBE/FITTINGS, CABLE TRAYS AND SUPPORT)",6536-01-001-R2178-002-01,16-01-52-2611,1,INST,Documents,Documents,sahil schedule.xls,,4,4,medium,CRS,0
EQUIPMENT LIST - LOCATION SAHIL CDS,6536-01-001-S11E4-001-01,16-99-91-2677,1,PROC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,8,5,high,CRS,0
PROJECT DESIGN BASIS,6536-01-001-S11E4-002-01,16-99-91-2601,1,ENGG MGMT,Documents,Reports,sahil schedule.xls,,5,5,high,CRS,0
"FIRE FIGHTING, SAFETY EQUIPMENT AND SAFETY SIGNS SPECIFICATIONS",6536-01-001-S1241-001-01,16-01-84-2601,1,HSE,Documents,Specifications,sahil schedule.xls,HSE,5,5,high,CRS,0
HAZARDOUS AREA CLASSIFICATION SCHEDULE,6536-01-001-S1241-002-01,16-01-84-2602,1,HSE,Drawings,Drawings,sahil schedule.xls,,3,3,medium,Lists_MTOs_BOMs,2
DATA SHEETS FOR FIRE FIGHTING SAFETY EQUIPMENT AND SAFETY SIGNS,6536-01-001-S1247-003-01,16-01-85-2601,1,HSE,Documents,Datasheets,sahil schedule.xls,HSE,5,5,high,CRS,0
PIPING MATERIAL SPECIFICATIONS,6536-01-001-S1360-002-01,16-01-12-2601,1,PIPNG,Documents,Specifications,sahil schedule.xls,PIPNG,5,5,high,CRS,0
SPECIFICATION FOR PIPING VALVES,6536-01-001-S1360-003-01,16-01-12-2602,1,PIPNG,Documents,Specifications,sahil schedule.xls,PIPNG,5,5,high,CRS,0
SPECIFICATION FOR PIPING STRESS ANALYSIS,6536-01-001-S1360-004-01,16-01-12-2603,1,PIPNG,Documents,Specifications,sahil schedule.xls,PIPNG,5,5,high,Calculations,4
DATA SHEET FOR GATE VALVES,6536-01-001-S1362-001-01,16-01-18-2601,2,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR GLOBE VALVES,6536-01-001-S1362-002-01,16-01-18-2602,2,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR CHECK VALVES,6536-01-001-S1362-003-01,16-01-18-2603,2,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR BALL VALVES,6536-01-001-S1362-004-01,16-01-18-2604,2,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR DBB VALVES,6536-01-001-S1362-005-01,16-01-18-2605,1,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR SAFETY RELIEF VALVES,6536-01-001-S1362-006-01,16-01-18-2606,1,PIPNG,Documents,Datasheets,sahil schedule.xls,HSE,5,5,high,CRS,0
DATA SHEET FOR AUTOMATIC RECIRCULATION CONTROL VALVE,6536-01-001-S1362-007-01,16-01-18-2607,1,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR STRAINERS,6536-01-001-S1362-008-01,16-01-18-2608,1,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR HOSE CONNECTIONS AND FLEXIBLE HOSES,6536-01-001-S1362-011-01,16-01-18-2611,1,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR INJECTION QUILL,6536-01-001-S1362-012-01,16-01-18-2612,1,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR SIGHT GLASS INDICATOR,6536-01-001-S1362-013-01,16-01-18-2613,1,PIPNG,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
INSTRUMENTS ENGINEERING SHEETS,6536-01-001-S1370-002-01,16-01-51-2601,1,INST,Documents,Datasheets,sahil schedule.xls,INST,4,4,medium,CRS,0
SPECIFICATION FOR GENERAL INSTRUMENTS,6536-01-001-S1370-003-01,16-01-39-2601,1,INST,Documents,Specifications,sahil schedule.xls,INST,5,5,high,CRS,0
SPI EXECUTION PHILOSOPHY,6536-01-001-S1370-004-01,16-01-39-2602,1,INST,Documents,Procedures_Plans,sahil schedule.xls,,8,5,high,CRS,0
DATA SHEET FOR PRESSURE GAUGES,6536-01-001-S1373-001-01,16-99-40-2602,1,INST,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
DATA SHEET FOR VARIABLE AREA FLOWMETER,6536-01-001-S1373-002-01,16-99-40-2601,1,INST,Documents,Datasheets,sahil schedule.xls,,5,5,high,CRS,0
SPECIFICATION FOR INSTRUMENT INSTALLATION,6536-01-001-S1378-001-01,16-01-39-2606,1,INST,Documents,Specifications,sahil schedule.xls,INST,5,5,high,CRS,0
SPECIFICATION FOR CABLE / JUNCTION BOXES AND INSTRUMENT INSTALLATION BULK MATERIAL,6536-01-001-S1378-002-01,16-01-39-2605,2,INST,Documents,Specifications,sahil schedule.xls,INST,5,5,high,Drawings,3
SPECIFICATION FOR HAZARDOUS AREA EQUIPMENT AND ELECTRICAL BULK MATERIAL,6536-01-001-S1380-002-01,16-01-53-2601,1,ELEC,Documents,Specifications,sahil schedule.xls,,5,5,high,Drawings,3
SPECIFICATION FOR ELECTRICAL INSTALLATION,6536-01-001-S1380-003-01,16-01-53-2602,1,ELEC,Documents,Specifications,sahil schedule.xls,,5,5,high,CRS,0
