title,doc_number,cust_ref,revision,discipline,class,subtype,source_sheet,discipline_inferred,score,top_weight,confidence,runner_up,runner_up_score
SITE VISIT REPORT - ASAB,6569-10-100-R113Z-004-01,14-99-11-1602,,ENGG HSE,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
"SITE VISIT REPORT – SHAH (CDS, RDS-1 & RDS-2)",6569-10-100-R113Z-005-01,29-99-11-1635,,ELEC,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
MATERIAL REQUISITION FOR SAFETY SIGNS,6569-10-100-R1247-001-01,30-99-89-1602,,ENGG HSE,Documents,Documents,package b schdule.xls,HSE,10,5,high,CRS,0
MATERIAL REQUISITION FOR SAFETY SIGNS (RFC-3 & 4),6569-10-100-R1247-002-01,30-99-89-1603,,ENGG HSE,Documents,Documents,package b schdule.xls,HSE,10,5,high,CRS,0
MATERIAL REQUISTATION FOR CHAIN HOST,6569-10-100-R131Z-002-01,30-99-31-1603,,PACKAGE EQUIP,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR PIPE,6569-10-100-R1362-001-01,30-99-93-1608,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR PIPE(SS & SDSS) .,6569-10-100-R1362-002-01,30-99-93-1622,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR  FITTINGS,6569-10-100-R1362-003-01,30-99-93-1610,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR FLANGES & SPECTACLE BLINDS,6569-10-100-R1362-006-01,30-99-93-1612,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR GASKET,6569-10-100-R1362-007-01,30-99-93-1607,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR BOLTS & NUTS,6569-10-100-R1362-008-01,30-99-93-1609,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
"MATERIAL REQUISITION FOR GATE, GLOBE & CHECK VALVES (FORGED)",6569-10-100-R1362-009-01,30-99-93-1606,C,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
"MATERIAL REQUISITION FOR GATE, GLOBE & CHECK VALVES (CASTED)",6569-10-100-R1362-010-01,30-99-93-1605,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR DUAL PLATE CHECK VALVES,6569-10-100-R1362-011-01,30-99-93-1602,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR BALL VALVES,6569-10-100-R1362-012-01,30-99-93-1604,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR DOUBLE BLOCK & BLEED VALVES,6569-10-100-R1362-013-01,30-99-93-1603,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR ANGLE VALVE - QUSAHWIRA,6569-10-100-R1362-014-01,30-99-93-1617,,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR STRAINERS,6569-10-100-R1362-017-01,30-99-93-1613,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR ACCESS FITTINGS WITH CC & CP,6569-10-100-R1362-018-01,30-99-93-1615,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR FLAME ARRESTER,6569-10-100-R1362-019-01,30-99-93-1614,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR BIRD SCREEN,6569-10-100-R1362-022-01,30-99-93-1611,A,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR HOSE COUPLING,6569-10-100-R1362-023-01,30-99-93-1616,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
TECHNICAL BID EVALUATION FOR CHEMICAL INJECTION QUILLS,6569-10-100-R1362-026-01,30-99-23-1617,,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
MATERIAL REQUISITION FOR LINE PIPE,6569-10-100-R1366-001-01,30-99-93-1601,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR PIPELINE FITTINGS & FLANGES,6569-10-100-R1366-002-01,30-99-93-1618,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISTION  FOR PIPELINE ISOLATING JOINT,6569-10-100-R1366-003-01,30-99-93-1619,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
SPECIFICATION FOR PIPELINE FITTINGS & FLAGES,6569-10-100-R1366-004-01,30-76-12-1601,1,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
MATERIAL REQUISITION FOR CHEMICAL INJECTION QUILLS,6569-10-100-R1366-007-01,30-99-93-1620,1,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR ADAPTOR FLANGES,6569-10-100-R1366-008-01,30-99-93-1621,,PIPNG,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR SOLAR POWER SYSTEM,6569-10-100-R1381-001-01,30-99-67-1601,2,ELEC,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
"MATERIAL REQUISITION FOR POWER, CONTROL AND EARTHING CABLES",6569-10-100-R1382-001-01,30-99-67-1602,,ELEC,Documents,Documents,package b schdule.xls,ELEC,10,5,high,CRS,0
MATERIAL REQUISITION FOR ELECTRICAL BULK MATERIALS,6569-10-100-R1382-002-01,30-99-67-1603,,ELEC,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR EARTHING MATERIAL,6569-10-100-R1384-001-01,30-99-67-1604,,ELEC,Documents,Documents,package b schdule.xls,ELEC,10,5,high,CRS,0
MATERIAL REQUISITION FOR FO CABLE,6569-10-100-R1386-001-01,30-99-73-1601,,ELEC,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
PURCHASE REQUISITION FOR CATHODIC PROTECTION SYSTEM,6569-10-100-R1387-001-01,30-99-67-1605,3,ELEC,Documents,Documents,package b schdule.xls,ELEC,5,5,high,CRS,0
MATERIAL REQUISITION FOR OIL CORROSION INHIBITOR INJECTION PACKAGES (COMMON FOR ALL AREAS),6569-10-100-R1392-002-01,30-99-31-1601,C,PACKAGE EQUIP,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR PASSIVE COOLING SHELTERS  (COMMON FOR ALL AREAS),6569-10-100-R1392-003-01,30-99-52-1633,,PACKAGE EQUIP,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR PASSIVE COOLED SHELTERS,6569-10-100-R1393-002-01,30-99-52-1633,,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR WELL HEAD HYDRAULIC PANEL & WELL HEAD CONTROL PANEL,6569-10-100-R2171-001-01,30-99-52-1601,2,INST,Documents,Documents,package b schdule.xls,PIPNG,10,5,high,CRS,0
MATERIAL REQUISITION FOR PLC / RTU,6569-10-100-R2171-002-01,30-99-52-1602,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR MODIFICATION SCOPE OF WORK FOR ICSS SYSTEM,6569-10-100-R2171-003-01,30-99-52-1639,B,INST,Documents,Documents,package b schdule.xls,,10,5,high,Reports,4
MATERIAL REQUISITION FOR GAUGES,6569-10-100-R2173-001-01,30-99-52-1603,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MR FOR TEMPERATURE GAUGES  & THERMOWELL - ALL AREA,6569-10-100-R2173-002-01,30-99-52-1604,,INST,Documents,Documents,package b schdule.xls,,4,4,medium,CRS,0
MATERIAL REQUISITION FOR ELECTRONIC TRANSMITTERS,6569-10-100-R2173-003-01,30-99-52-1605,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR VORTEX FLOW METERS,6569-10-100-R2173-004-01,30-99-52-1606,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR VARIABLE AREA FLOW METERS,6569-10-100-R2173-005-01,30-99-52-1607,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR MAGNETIC FLOW METERS,6569-10-100-R2173-006-01,30-99-52-1608,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR ORIFICE PLATES,6569-10-100-R2173-007-01,30-99-52-1609,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR SHUTDOWN VALVES,6569-10-100-R2174-001-01,30-99-52-1610,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR SURFACE SAFETY VALVES,6569-10-100-R2174-002-01,30-99-52-1611,1,INST,Documents,Documents,package b schdule.xls,HSE,10,5,high,CRS,0
MATERIAL REQUISITION FOR MOTORISED CHOKE VALVES,6569-10-100-R2174-003-01,30-99-52-1612,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR CONTROL VALVES,6569-10-100-R2174-004-01,30-99-52-1613,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MR FOR MANUAL OPERATED CHOKE VALVE-ALL AREA,6569-10-100-R2174-005-01,30-99-52-1635,1,INST,Documents,Documents,package b schdule.xls,,9,5,high,CRS,0
MATERIAL REQUISITION FOR MULTIPORT SELECTOR MANIFOLD,6569-10-100-R2174-006-01,30-99-52-1636,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
MATERIAL REQUISITION FOR INSTRUMENT CABLES,6569-10-100-R2178-001-01,30-99-52-1614,1,INST,Documents,Documents,package b schdule.xls,INST,10,5,high,CRS,0
"MR FOR INST. BULK MATERIAL (JBS, TUBE/FITTINGS, CABLE TRAYS AND SUPPORT)",6569-10-100-R2178-002-01,30-99-52-1615,B,INST,Documents,Documents,package b schdule.xls,,4,4,medium,CRS,0
MATERIAL REQUISITION FOR FIRE & GAS DETECTORS AND DEVICES,6569-10-100-R2179-001-01,30-99-52-1616,B,INST,Documents,Documents,package b schdule.xls,HSE,10,5,high,CRS,0
MATERIAL REQUISITION FOR EMERGENCY SHUTDOWN PUSH BUTTONS,6569-10-100-R2179-002-01,30-99-52-1641,1,INST,Documents,Documents,package b schdule.xls,,10,5,high,CRS,0
SPECIFICATION FOR SAFETY EQUIPMENT’S AND SAFETY SIGNS,6569-10-100-S1241-001-01,30-99-84-1601,,ENGG HSE,Documents,Specifications,package b schdule.xls,HSE,5,5,high,CRS,0
DATA SHEET OF SAFETY EQUIPMENT AND WIND SOCKS,6569-10-100-S1241-002-01,30-99-85-1601,A,ENGG HSE,Documents,Datasheets,package b schdule.xls,HSE,5,5,high,CRS,0
HSE AND LOSS PREVENTION PHILOSOPHY,6569-10-100-S1242-001-01,30-99-97-1619,B,ENGG HSE,Documents,Procedures_Plans,package b schdule.xls,HSE,5,5,high,CRS,0
DESIGN HSE PLAN,6569-10-100-S1242-002-01,30-99-97-1623,1,ENGG HSE,Documents,Procedures_Plans,package b schdule.xls,HSE,3,3,medium,CRS,0
CIVIL/STRUCTURAL DESIGN BASIS,6569-10-100-S1310-001-01,30-99-75-1601,1,CIVIL,Documents,Reports,package b schdule.xls,CIVIL,5,5,high,CRS,0
PIPING DESIGN BASIS,6569-10-100-S1360-001-01,30-99-12-1604,1,PIPNG,Documents,Reports,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPE SUPPORT SPECIFICATIONS,6569-10-100-S1360-002-01,30-99-12-1607,B,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,Drawings,4
SPECIFICATION FOR PIPING STRESS ANALYSIS,6569-10-100-S1360-003-01,30-99-12-1603,1,PIPNG,Documents,Specifications,package b schdule.xls,PIPNG,5,5,high,Calculations,4
"SPECIFICATION FOR PIPE, FITTINGS AND FLANGES",6569-10-100-S1360-004-01,30-99-12-1605,1,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR BOLTS AND GASKETS,6569-10-100-S1360-005-01,30-99-12-1609,1,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR WELDING OF CARBON STEEL PIPLINE,6569-10-100-S1360-008-01,30-99-12-1612,1,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR PIPING VALVES,6569-10-100-S1360-014-01,30-99-12-1601,2,PIPNG,Documents,Specifications,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING MATERIAL SPECIFICATION,6569-10-100-S1360-015-01,30-99-12-1606,B,PIPNG,Documents,Specifications,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPELINE SCHEDULE,6569-10-100-S1360-016-01,30-76-17-1602,,PIPNG,Documents,Lists_MTOs_BOMs,package b schdule.xls,,2,2,low,CRS,0
DATASHEETS FOR DUAL PLATE CHECK VALVES,6569-10-100-S1362-004-01,30-99-18-1601,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATASHEETS FOR ANGLE VALVES - QUSAHWIRA,6569-10-100-S1362-007-01,58-71-18-1601,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
"DATA SHEET FOR GATE, GLOBE & CHECK VALVES (CAST)",6569-10-100-S1362-008-01,30-99-18-1604,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
"DATA SHEET FOR GATE, GLOBE & CHECK VALVES (FORGED)",6569-10-100-S1362-009-01,30-99-18-1605,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATA SHEETS FOR STRAINERS,6569-10-100-S1362-010-01,30-99-18-1611,1,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATASHEETS FOR ACCESS FITTING WITH CC & CP,6569-10-100-S1362-011-01,30-99-18-1609,1,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATASHEETS FOR FLAME ARRESTORS,6569-10-100-S1362-012-01,30-99-18-1610,1,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATASHEETS FOR INSULATION GASKETS,6569-10-100-S1362-014-01,30-99-18-1618,1,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATASHEETS FOR HOSE COUPLINGS,6569-10-100-S1362-015-01,30-99-18-1616,1,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
"DATASHEETS FOR GATE, GLOBE, CHECK VALVES (FORGED) - ASAB",6569-10-100-S1362-017-01,14-99-18-1610,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
"DATASHEETS FOR GATE, GLOBE, CHECK VALVES (CAST) - ASAB",6569-10-100-S1362-018-01,14-99-18-1611,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATASHEETS FOR DUAL PLATE CHECK VALVES - ASAB,6569-10-100-S1362-019-01,14-99-18-1612,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATA SHEETS FOR DOUBLE BLOCK & BLEED VALVES - ASAB,6569-10-100-S1362-020-01,14-99-18-1613,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
"DATASHEETS FOR GATE, GLOBE, CHECK VALVES (FORGED) - SHAH",6569-10-100-S1362-021-01,29-99-18-1605,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
"DATASHEETS FOR GATE, GLOBE, CHECK VALVES (CAST) - SHAH",6569-10-100-S1362-022-01,29-99-18-1606,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATASHEETS FOR DUAL PLATE CHECK VALVES - SHAH,6569-10-100-S1362-023-01,29-99-18-1607,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATA SHEETS FOR DOUBLE BLOCK & BLEED VALVES - SHAH,6569-10-100-S1362-024-01,29-99-18-1608,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
"DATASHEETS FOR GATE, GLOBE, CHECK VALVES (FORGED) - QUSAHWIRA",6569-10-100-S1362-025-01,58-99-18-1605,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
"DATASHEETS FOR GATE, GLOBE, CHECK VALVES (CAST) - QUSAHWIRA",6569-10-100-S1362-026-01,58-99-18-1606,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATASHEETS FOR DUAL PLATE CHECK VALVES - QUSAHWIRA,6569-10-100-S1362-027-01,58-99-18-1607,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATA SHEETS FOR DOUBLE BLOCK & BLEED VALVES - QUSAHWIRA,6569-10-100-S1362-028-01,58-99-18-1608,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATA SHEET FOR LINEPIPES (SEAMLESS),6569-10-100-S1366-001-01,30-76-18-1601,3,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATA SHEETS FOR PIPLINE FITTINGS AND FLANGES,6569-10-100-S1366-005-01,30-99-18-1602,1,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR PIPELINE ISOLATING JOINT,6569-10-100-S1366-006-01,30-99-12-1608,B,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
DATA SHEET FOR PIPELINE ISOLATING JOINTS,6569-10-100-S1366-007-01,30-99-18-1608,1,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR EXTERNAL THREE LAYER POLYPROPYLENE COATING,6569-10-100-S1366-009-01,30-76-37-1601,2,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR FIELD JOINT COATING OF POLYPROPYLENE COATED LINE PIPE,6569-10-100-S1366-010-01,30-76-37-1602,2,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION. FOR GRE PIPES & FITTINGS,6569-10-100-S1366-011-01,30-78-12-1608,1,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR PIPELINE PRESERVATION,6569-10-100-S1366-013-01,30-78-12-1610,,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR PIPELINE PRESERVATION,6569-10-100-S1366-015-01,30-99-12-1610,,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR ISO 3183/API 5L SEAMLESS LINE PIPE FOR CRITICAL SERVICES,6569-10-100-S1366-016-01,30-99-12-1602,1,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,Isometrics,2
SPECIFICATION FOR PIPELINE CONSTRUCTION,6569-10-100-S1366-018-01,30-76-12-1606,1,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
PIPELINE HYDROSTATIC TESTING SPECIFICATION,6569-10-100-S1366-020-01,30-76-12-1604,1,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
"SPECIFICATION FOR HANDLING, TRANSPORTATION & STOCKPILING OF LINE PIPE",6569-10-100-S1366-021-01,30-76-12-1605,1,PIPNG,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
INSTRUMENT DESIGN BASIS,6569-10-100-S1370-001-01,30-99-39-1605,1,INST,Documents,Reports,package b schdule.xls,INST,5,5,high,CRS,0
SIL VERIFICATION REPORT - GENERAL (WHERE APPLICABLE),6569-10-100-S1370-002-01,30-99-97-1617,,INST,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
DATA SHEET FOR DIFFERENTIAL PRESSURE GAUGES - ASAB AREA,6569-10-100-S1373-001-01,14-99-40-1615,1,INST,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
DATA SHEET FOR MANUAL OPERATED CHOKE VALVE-ALL AREA,6569-10-100-S1374-001-01,30-99-40-1601,1,INST,Documents,Datasheets,package b schdule.xls,,5,5,high,Documents,5
SPECIFICATION FOR MANUAL OPERATED CHOKE VALVE-ALL AREA,6569-10-100-S1374-002-01,30-99-39-1601,1,INST,Documents,Documents,package b schdule.xls,,5,5,high,Specifications,5
DATA SHEETS FOR HAND CONTROL VALVE,6569-10-100-S1374-003-01,30-99-40-1602,,PIPNG,Documents,Datasheets,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR ON/OFF VALVE ACTUATOR,6569-10-100-S1374-004-01,30-99-39-1607,,INST,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
ELECTRICAL DESIGN BASIS,6569-10-100-S1380-001-01,30-99-91-1603,2,ELEC,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR SOLAR POWER SYSTEM,6569-10-100-S1381-001-01,30-99-53-1602,,ELEC,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
DATASHEET FOR HIGH VOLTAGE JB FOR ESP PUMP,6569-10-100-S1381-002-01,29-71-54-1601,,ELEC,Documents,Datasheets,package b schdule.xls,MECH,5,5,high,CRS,0
"SPECIFICATION FOR MV POWER, LV POWER, CONTROL AND EARTHING CABLES",6569-10-100-S1382-001-01,30-99-53-1601,1,ELEC,Documents,Specifications,package b schdule.xls,ELEC,5,5,high,CRS,0
SPECIFICATION FOR ELECTRICAL BULK MATERIALS,6569-10-100-S1382-002-01,30-99-53-1603,1,ELEC,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
"DATA SHEET FOR MV/LV  POWER , CONTROL AND EARTHING CABLES",6569-10-100-S1382-003-01,30-99-54-1601,B,ELEC,Documents,Datasheets,package b schdule.xls,ELEC,5,5,high,CRS,0
FIBER OPTIC CABLE SPECIFICATION,6569-10-100-S1386-001-01,30-99-69-1601,,ELEC,Documents,Specifications,package b schdule.xls,,5,5,high,CRS,0
SPECIFICATION FOR CATHODIC PROTECTION DESIGN & INSTALLATION,6569-10-100-S1387-001-01,30-99-53-1604,,ELEC,Documents,Specifications,package b schdule.xls,ELEC,5,5,high,CRS,0
HSE ACTION TRACKING REGISTER,6569-10-100-T1242-001-01,30-99-97-1621,,ENGG HSE,Documents,Lists_MTOs_BOMs,package b schdule.xls,HSE,3,3,medium,CRS,0
HAZARDS & EFFECTS REGISTER,6569-10-100-T1242-002-01,30-99-97-1626,,ENGG HSE,Documents,Lists_MTOs_BOMs,package b schdule.xls,,3,3,medium,CRS,0
SIMOPS REPORT AND CONSTRUCTBILITY REVIEW REPORT,6569-10-100-T1242-003-01,30-99-97-1616,,ENGG HSE,Documents,Reports,package b schdule.xls,,12,5,high,CRS,0
CONSTRUCTABILITY REVIEW REPORT (SESSION-1),6569-10-100-T1242-006-01,30-99-97-1602,,ENGG HSE,Documents,Reports,package b schdule.xls,,7,5,high,CRS,0
HAZARD & EFFECT REGISTER,6569-10-100-T1242-009-01,30-99-97-1627,,ENGG HSE,Documents,Reports,package b schdule.xls,,5,5,high,Lists_MTOs_BOMs,3
HAZOP REPORT,6569-10-100-T1250-001-01,30-99-97-1622,,ENGG HSE,Documents,Reports,package b schdule.xls,HSE,10,5,high,CRS,0
"HAZID CLOSE-OUT REPORT (Incase of changes from Existing Typical Design, if required)",6569-10-100-T1250-002-01,30-99-97-1606,,ENGG HSE,Documents,Reports,package b schdule.xls,HSE,10,5,high,Drawings,2
"HAZOP STUDY REPORT (Incase of changes from Existing Typical Design, if required)",6569-10-100-T1250-003-01,30-99-97-1613,,ENGG HSE,Documents,Reports,package b schdule.xls,HSE,13,5,high,Drawings,2
"Hazop Close-Out Report (Session-1) (Incase of changes from Existing Typical Design, if required)",6569-10-100-T1250-004-01,30-99-97-1610,,ENGG HSE,Documents,Reports,package b schdule.xls,HSE,10,5,high,Drawings,2
HAZID CLOSE OUT REPORT,6569-10-100-T1250-013-01,30-99-97-1630,,ENGG HSE,Documents,Reports,package b schdule.xls,HSE,14,5,high,CRS,0
TECHNICAL BID EVALUATION FOR MANUALLY OPERATED CHOKE VALVES,6569-10-100-T1274-001-01,38-99-52-1636,,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
TBE FOR PIPE,6569-10-100-T1362-001-01,30-99-23-1608,1,PIPNG,Documents,Reports,package b schdule.xls,,4,4,medium,CRS,0
TECHNICAL BID EVALUATION FOR PIPE FITTINGS,6569-10-100-T1362-003-01,30-99-23-1610,2,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
TECHNICAL BID EVALUATION FOR PIPE FLANGES & SPECTACLE BLINDS,6569-10-100-T1362-006-01,30-99-23-1612,B,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
TECHNICAL BID EVALUATION FOR GASKETS,6569-10-100-T1362-007-01,30-99-23-1607,A,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
TECHNICAL BID EVALUATION FOR BOLTS & NUTS,6569-10-100-T1362-008-01,30-99-23-1609,B,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
"TECHNICAL BID EVALUATION FOR GATE, GLOBE, CHECK VALVES(FORGED)",6569-10-100-T1362-009-01,30-99-23-1606,1,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
"TECHNICAL BID EVALUATION FOR  GATE, GLOBE AND CHECK VALVES (CAST)",6569-10-100-T1362-010-01,30-99-23-1605,2,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
TECHNICAL BID EVALUATION FOR DUAL PLATE CHECK VALVES,6569-10-100-T1362-011-01,30-99-23-1602,3,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
TECHNICAL BID EVALUATION FOR BALL VALVES,6569-10-100-T1362-012-01,30-99-23-1604,1,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
TECHNICAL BID EVALUATION FOR DOUBLE BLOCK AND BLEED VALVES,6569-10-100-T1362-013-01,30-99-23-1603,1,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
TBE FOR ANGLE VALVE - QUSAHWIRA,6569-10-100-T1362-014-01,58-71-23-1616,,PIPNG,Documents,Reports,package b schdule.xls,,4,4,medium,CRS,0
TECHNICAL BID EVALUATION FOR STRAINERS,6569-10-100-T1362-017-01,30-99-23-1613,1,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
TECHNICAL BID EVALUATION FOR ACCESS FITTINGS WITH CC & CP,6569-10-100-T1362-018-01,30-99-23-1615,A,PIPNG,Documents,Reports,package b schdule.xls,,5,5,high,CRS,0
